,timestamp,Current_Velocity_U,Current_Velocity_V,Tidal_Velocity_U,Tidal_Velocity_V,Wind_Velocity_U,Wind_Velocity_V,Wave_Velocity,Coriolis_Effect_U,Coriolis_Effect_V,Temperature,Salinity,Density,Oxygen_Level,Contamination,Latitude_SV,Longitude_SV,Latitude_Satellite,Longitude_Satellite
0,2024-10-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.5,0.0,5.5,0.0,15.999265391472717,-75.99959591856344,15.999639378230103,-75.99913376561638
1,2024-10-01 00:05:00,0.0130858162096008,0.29971446647455735,0.0021072612443019,0.04995557476446711,0.13088931020736672,5.998572162479455,0.25455844122715715,-1.4056561958188746e-05,6.107541664410381e-07,29.04362977006912,35.51090744251728,1024.6,5.521814885034561,0.00034722222222222224,16.00038903919961,-75.99878928554166,16.000375985053847,-75.99804550180544
2,2024-10-01 00:10:00,0.02614672282429745,0.2988584094275237,0.004210777865519501,0.04982237800193053,0.261716324192016,5.994289329491147,0.2545584412271571,-1.4016825736763263e-05,1.2203591718081857e-06,29.08723877473067,35.52180969368267,1024.6,5.543619387365336,0.0006944444444444445,16.001330995259888,-75.99937389418119,16.00101723055232,-75.99868014502646
3,2024-10-01 00:15:00,0.03915785766601547,0.2974334584121431,0.006306811894799008,0.049600646404292174,0.39241877538085834,5.98715353943162,0.25455844122715704,-1.3950701670536625e-05,1.8276706317609504e-06,29.130806258460286,35.532701564615074,1024.6,5.565403129230143,0.0010416666666666667,16.001780876444297,-75.9990340625454,16.001504092537193,-75.99936892432729
4,2024-10-01 00:20:00,0.0520944533000791,0.2954423259036624,0.008391638659922993,0.04929077399069004,0.522934456485949,5.977168188550474,0.2545584412271571,-1.385831353406735e-05,2.4315484271426983e-06,29.174311485495316,35.54357787137383,1024.6,5.587155742747658,0.001388888888888889,16.000031232039273,-75.99882878470123,16.00026519090313,-75.99852983752386
5,2024-10-01 00:25:00,0.06493188418143087,0.29288880213598,0.010461553404088017,0.048893311407322525,0.6532012491117875,5.964338029333918,0.25455844122715715,-1.3739834203925887e-05,3.0308588174782294e-06,29.21773374970393,35.554433437425985,1024.6000000000001,5.608866874851965,0.001736111111111111,16.00055466986074,-75.99995414950276,16.001159488962983,-76.00004950227583
6,2024-10-01 00:30:00,0.07764571353075622,0.2897777478867205,0.01251287786929238,0.04840896494894487,0.7831571533203094,5.948669168242862,0.25455844122715704,-1.3595485342485624e-05,3.6244765431518835e-06,29.261052384440102,35.56526309611002,1024.6,5.630526192220051,0.0020833333333333333,16.002273067386522,-75.99789228482369,16.003191671548034,-75.99781400620061
7,2024-10-01 00:35:00,0.09021173985128193,0.28611508522446805,0.01454196683263524,0.047838595303776814,0.9127403171395001,5.930169062806564,0.25455844122715704,-1.3425536992739967e-05,4.211286912565154e-06,29.304246772379834,35.57606169309496,1024.6000000000001,5.652123386189917,0.0024305555555555556,16.001109508027117,-75.9995744597431,16.001352523655598,-75.99987766688197
8,2024-10-01 00:40:00,0.10260604299770061,0.2819077862357725,0.01654521458391205,0.047183216024051435,1.041889066001582,5.908846518073248,0.25455844122715704,-1.3230307084814849e-05,4.790187870593932e-06,29.34729635533386,35.58682408883347,1024.6000000000001,5.67364817766693,0.002777777777777778,16.003368467631724,-75.99867496040457,16.00347337366914,-75.99898961511906
9,2024-10-01 00:45:00,0.11480502970952693,0.27716385975338603,0.01851906133299556,0.046443991724923354,1.1705419320967696,5.884711682419383,0.2545584412271571,-1.301016085499071e-05,5.360092044691652e-06,29.390180644032256,35.597545161008064,1024.6000000000001,5.695090322016128,0.003125,16.001272871585588,-75.99995424663233,16.000915024031965,-76.0008520129482
10,2024-10-01 00:50:00,0.12678547852220984,0.27189233611099495,0.020459999535616412,0.04562223601493658,1.2986376836286173,5.8577760427196,0.25455844122715704,-1.2765510178192331e-05,5.91992876501577e-06,29.432879227876207,35.60821980696905,1024.6000000000001,5.716439613938103,0.003472222222222222,16.001266571121683,-75.99732124788491,16.00075086562517,-75.9974483951714
11,2024-10-01 00:55:00,0.13852458397051018,0.2661032499534665,0.022364580126302366,0.044719409161729784,1.4261153539570386,5.828052418879569,0.2545584412271571,-1.2496812815048212e-05,6.468646054991369e-06,29.475371784652346,35.618842946163085,1024.6,5.737685892326173,0.0038194444444444443,16.00255781067934,-75.9974006089674,16.002938454011193,-75.9971888438611
12,2024-10-01 01:00:00,0.14999999999999997,0.2598076211353316,0.024229418647400112,0.04373711549712692,1.5529142706151244,5.79555495773441,0.25455844122715715,-1.2204571574763706e-05,7.005212588767007e-06,29.51763809020504,35.62940952255126,1024.6000000000001,5.758819045102521,0.004166666666666667,16.00285637430289,-75.99693031269821,16.00272214814213,-75.99682831084917
